Day fraction since midnight on	Time (s)	Hydraulic Residence Time	pH
0.6508458984	250	0.2464418722	7.582334995
0.6508574752	251	0.2474276397	7.583130837
0.6508690466	252	0.2484134072	7.583052635
0.6508806363	253	0.2493991747	7.585663319
0.6508922024	254	0.2503849422	7.585587502
0.6509037641	255	0.2513707097	7.585350037
0.6509153429	256	0.2523564772	7.581272602
0.6509269313	257	0.2533422447	7.5744524
0.6509384938	258	0.2543280122	7.568479061
0.6509500777	259	0.2553137796	7.567597389
0.6509616467	260	0.2562995471	7.567237377
0.6509732211	261	0.2572853146	7.567316532
0.6509847876	262	0.2582710821	7.563192368
0.6509963601	263	0.2592568496	7.554299355
0.6510079364	264	0.2602426171	7.550608158
0.6510195061	265	0.2612283846	7.546595573
0.6510310836	266	0.2622141521	7.541456699
0.6510426545	267	0.2631999196	7.536561489
0.6510542336	268	0.2641856871	7.531479359
0.6510658079	269	0.2651714545	7.529341698
0.6510773798	270	0.266157222	7.533401489
0.6510889558	271	0.2671429895	7.536247253
0.6511005268	272	0.268128757	7.537134171
0.651112112	273	0.2691145245	7.53734827
0.65112368	274	0.270100292	7.538036823
0.6511352459	275	0.2710860595	7.538435936
0.6511468327	276	0.272071827	7.539966106
0.6511583944	277	0.2730575945	7.538401604
0.6511699728	278	0.2740433619	7.537982464
0.6511815417	279	0.2750291294	7.538470745
0.6511931214	280	0.2760148969	7.537406445
0.6512046998	281	0.2770006644	7.539142132
0.6512162659	282	0.2779864319	7.540866852
0.6512278374	283	0.2789721994	7.538320065
0.6512394145	284	0.2799579669	7.534888744
0.6512509928	285	0.2809437344	7.524713039
0.6512625683	286	0.2819295019	7.516244888
0.6512741377	287	0.2829152693	7.508194447
0.6512857099	288	0.2839010368	7.503112316
0.6512972914	289	0.2848868043	7.495644093
0.651308862	290	0.2858725718	7.486215591
0.6513204475	291	0.2868583393	7.485527992
0.6513320115	292	0.2878441068	7.484722614
0.6513435951	293	0.2888298743	7.485257626
0.6513551597	294	0.2898156418	7.482587338
0.65136673	295	0.2908014093	7.479289055
0.6513783009	296	0.2917871767	7.481389523
0.6513898738	297	0.2927729442	7.486632347
0.6514014555	298	0.2937587117	7.491867542
