Day fraction since midnight on	photometer (mg/L)	(volts)
0.5992027624	7.438497543	0.9468091726
0.5992143518	7.444774628	0.9452393651
0.5992259181	7.356768608	0.9673476219
0.5992374843	7.318169594	0.9771124125
0.5992490737	7.389718533	0.9590448737
0.59926064	7.49049902	0.9338377118
0.5992722063	7.522524834	0.9258862138
0.5992837957	7.58067131	0.9115213752
0.599295362	7.489612579	0.934058249
0.5993069283	7.321661472	0.9762273431
0.5993185176	7.310181141	0.9791386127
0.5993300839	7.359347343	0.9666966796
0.5993416502	7.332838535	0.9733965397
0.5993532396	7.325478554	0.9752601385
0.5993648058	7.296564102	0.982596457
0.5993763721	7.247138977	0.9951913953
0.5993879612	7.199062347	1.007509112
0.5993995278	7.093771458	1.034716129
0.5994110941	7.012371063	1.055968642
0.5994226835	6.96103859	1.06946981
0.5994342497	6.916312218	1.081296206
0.599445816	6.890435219	1.088165402
0.5994574054	6.856573105	1.097184062
0.5994689717	6.869258404	1.093801618
0.599480538	6.809717655	1.109719276
0.5994921273	6.7398839	1.128523231
0.5995036936	6.788296223	1.115471959
0.5995152599	6.78220129	1.117111206
0.599526849	6.745200157	1.127086639
0.5995384156	6.646438599	1.153913856
0.5995499819	6.527705669	1.186557174
0.5995615713	6.470427036	1.202459216
0.5995731375	6.41924715	1.21675384
0.5995847036	6.389027119	1.225232363
0.5995962932	6.441223145	1.210605979
0.5996078826	6.378801346	1.22810781
0.5996194254	6.264311791	1.260524988
0.5996310151	6.193173885	1.280875683
0.5996425814	6.203956127	1.277780771
0.5996541474	6.250466347	1.2644732
0.5996657368	6.274407864	1.257649779
0.5996773034	6.31163311	1.247076273
0.5996888693	6.344408035	1.237802863
0.599700459	6.315685749	1.245927811
0.5997120254	6.247579098	1.265297294
0.5997235917	6.20172596	1.278420568
0.599735181	6.113417149	1.303883553
0.5997467473	6.060571194	1.319240809
0.5997583135	6.034481525	1.326855779
0.5997699029	6.03525734	1.326629043
0.5997814692	6.01543951	1.33242774
0.5997930356	6.010564327	1.333856106
0.5998046249	5.991752148	1.339375258
0.5998161911	5.898055553	1.367036343
